Image,Label,area,perimeter,circularity,eccentricity,mean_gray,std_gray,mean_h,mean_s,mean_v,std_h,std_s,std_v,grad_mean,grad_std
10,Fibroblast,326.0,139.11269783973694,0.21168686827856203,0.4530705172729139,149.16897959183675,34.24118562252654,141.20897959183674,66.44163265306123,180.27836734693878,9.53697428698458,25.41004263519048,27.610853777346996,68.84988403320312,46.91417694091797
11,Lymphocyte,300.0,117.94112491607666,0.2710195296488702,0.6564595649833658,60.72077922077922,31.539708378290694,151.71645021645023,157.26839826839827,97.66017316017316,11.161240037465639,25.593040459181,41.954485934322996,61.731685638427734,56.25931167602539
12,Lymphocyte,200.5,124.87005710601807,0.161587447342267,0.8443180506036463,94.73333333333333,66.29882364788999,132.36923076923077,115.42948717948718,131.19102564102565,17.829594439297313,55.23835440319445,60.00887260443869,106.76592254638672,95.99633026123047
13,Tumor,474.5,143.49747347831726,0.28957267063645525,0.5892993875835119,122.87447947650209,22.07184358184546,143.37596668649613,89.35930993456276,159.5758477096966,7.258726273343414,19.225964263044332,19.201188792654747,47.115901947021484,29.01644515991211
14,Fibroblast,380.5,161.69848430156708,0.1828742790788111,0.909628401619254,175.47883597883597,25.36424235374371,148.21230158730157,47.847883597883595,198.68584656084656,13.004040153397165,16.316540874304604,19.89522451268943,58.35633850097656,34.47291946411133
15,Fibroblast,1103.5,163.29646277427673,0.5200302973102209,0.9236176330270185,111.65349032800673,41.481492808206134,159.03826745164002,122.57064760302775,156.9512195121951,8.476889813931535,25.263677866556126,48.47236708346593,69.30418395996094,52.458438873291016
16,Plasma,300.5,128.87005710601807,0.22737897185985279,0.5423803402501919,77.84121621621621,39.82024802251829,152.90540540540542,147.22804054054055,118.8141891891892,10.382442194239449,27.472013232112854,49.32795930237923,60.8901252746582,56.13361358642578
17,Lymphocyte,249.5,106.38477599620819,0.27702658413780684,0.4985858231144786,130.56666666666666,90.26567292942377,124.81410256410257,91.3051282051282,155.47948717948717,35.54405076391023,69.5578285469224,78.04979238950422,126.4746322631836,147.0295867919922
18,Plasma,184.0,107.4558435678482,0.20024773441928595,0.8445752015587402,84.47363945578232,32.29884350121946,151.12585034013605,128.32482993197277,122.10374149659863,9.420874119468913,23.288962579563425,38.12398480345046,69.62210083007812,56.71797561645508
19,Lymphocyte,137.5,132.3847759962082,0.0985908185445633,0.6006183807138177,88.703125,32.60917119139845,141.71006944444443,108.69097222222221,123.56944444444444,9.68914247700101,32.02210046981975,28.884264453585992,64.40835571289062,55.49003219604492
20,Lymphocyte,166.0,99.79898941516876,0.20944291075759458,0.5623460102281858,125.76708074534162,60.01916182260371,131.86956521739128,88.02639751552795,160.06366459627327,18.74191517116166,45.145048345612565,52.664005730804575,107.31414031982422,86.56926727294922
21,Plasma,252.5,120.72792184352875,0.21769868041080595,0.7690070964620231,125.02649769585254,62.206271915410994,129.02188940092165,89.1221198156682,160.75460829493088,18.04399973354252,47.08827203506535,52.85506148749205,115.74480438232422,79.85548400878906
22,Lymphocyte,121.0,86.97056233882904,0.20102528103949244,0.378657848488806,120.54636591478696,46.2067081739993,150.30576441102755,102.10275689223057,159.37092731829574,11.645849319417032,29.582084387519448,45.462730963492255,103.23780059814453,54.3777961730957
23,Tumor,259.5,79.6984840631485,0.5133896447276886,0.9091913740235972,103.67134502923976,27.606691449914443,152.76666666666668,118.39122807017544,142.8374269005848,4.81699598218584,19.901383601450345,29.023027807014916,42.863441467285156,31.51752281188965
